hebben	willen	binnen_halen	1972	1
hebben	willen	brengen	1842	1
hebben	willen	brengen	1907	1
hebben	willen	denken	1841	1
hebben	willen	dichten	1957	1
hebben	willen	draaien	1978	1
hebben	willen	dringen	1928	1
hebben	willen	fietsen	1930	1
hebben	willen	formuleren	1994	1
hebben	willen	gaan	1906	1
hebben	willen	getuigen	1958	1
hebben	willen	geven	1903	1
hebben	willen	hebben	1978	1
hebben	willen	horen	1926	1
hebben	willen	houden	1933	1
hebben	willen	houden	1960	1
hebben	willen	houden	1970	1
hebben	willen	kopen	1919	1
hebben	willen	laten	1982	1
hebben	willen	leggen	1912	1
hebben	willen	leggen	1919	1
hebben	willen	leren	1935	1
hebben	willen	maken	1936	1
hebben	willen	mede_delen	1933	1
hebben	willen	meester_maken	1895	1
hebben	willen	missen	1874	1
hebben	willen	omhelzen	1925	1
hebben	willen	omvatten	1890	1
hebben	willen	onttrekken	1959	1
hebben	willen	scheppen	1992	1
hebben	willen	sparen	1847	1
hebben	willen	stellen	1931	1
hebben	willen	stellen	1945	1
hebben	willen	sterven	1926	1
hebben	willen	stoppen	1922	1
hebben	willen	strijden	1928	1
hebben	willen	toe_staan	1841	1
hebben	willen	toe_stemmen	1880	1
hebben	willen	uit_beelden	1938	1
hebben	willen	uit_geven	1995	1
hebben	willen	uit_stellen	1951	1
hebben	willen	vallen	1925	1
hebben	willen	verklaren	1869	1
hebben	willen	wassen	1922	1
hebben	willen	werken	1905	1
hebben	willen	weten	1935	1
hebben	willen	weten	1937	1
hebben	willen	weten	1961	1
hebben	willen	wreken	1964	1
hebben	willen	zeggen	1905	1
hebben	willen	zeggen	1925	1
hebben	willen	zeggen	1935	1
hebben	willen	zeggen	1968	1
hebben	willen	zetten	1982	1
hebben	willen	zien	1945	1
hebben	willen	zien	1972	1
hebben	willen	zijn	1928	1
hebben	willen	zijn	1931	1
hebben	willen	zijn	1963	1
hebben	zien	aan_komen	1902	1
hebben	zien	aan_komen	1978	1
hebben	zien	bevestigen	1843	1
hebben	zien	bidden	1841	1
hebben	zien	binnen_komen	1957	1
hebben	zien	concerteren	1977	1
hebben	zien	doen	1949	1
hebben	zien	drinken	1911	1
hebben	zien	kijken	1842	1
hebben	zien	komen	1964	1
hebben	zien	liggen	1997	1
hebben	zien	maken	1922	1
hebben	zien	maken	1964	1
hebben	zien	op_gaan	1860	1
hebben	zien	op_kijken	1922	1
hebben	zien	op_voeren	1913	1
hebben	zien	op_winden	1925	1
hebben	zien	over_halen	1964	1
hebben	zien	over_komen	1965	1
hebben	zien	roken	1922	1
hebben	zien	slaan	1905	1
hebben	zien	sluiten	1860	1
hebben	zien	sluiten	1880	1
hebben	zien	springen	1949	1
hebben	zien	staan	1919	1
hebben	zien	staan	1978	1
hebben	zien	uit_breken	1926	1
hebben	zien	uit_gaan	1842	1
hebben	zien	varen	1949	1
